N,P,K,temperature,humidity,ph,rainfall,label
103.7530003,36.32100468,19.15027229,29.97513449,44.09812396,5.660204512,100.9508066,coconut
55.49488162,100.9539366,187.8605533,17.39109296,75.0263598,6.015128685,131.3704597,pigeonpeas
73.20856722,67.03141899,142.2624875,20.0379402,102.8760385,5.792352258,102.8469087,grapes
117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.5769606,coffee
44.60939896,26.08678607,76.86091859,29.99063456,96.62116936,6.410257775,78.09983904,pigeonpeas
20.0,29.0,10.0,29.07412717,93.27189064,7.36549204,100.7896871,orange
-19.24565987,38.74984677,28.02027409,24.74388728,56.59115876,5.916848783,66.4966991,mango
82.55412974,39.60423302,-20.87774138,24.16842689,89.93440751,6.24528429,225.0796649,orange
67.0,35.0,22.0,23.30546753,63.24648023,6.385684214,108.7603001,maize
28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
25.41250848,66.13351973,63.33460423,23.47599248,80.29067395,7.150976974,214.828147,papaya
64.31893042,74.61040208,95.93770152,32.97454114,74.93082279,6.457785521,91.033589,mungbean
6.797201623,63.43625947,28.45573566,28.78990667,80.2142045,6.521886888,226.1367062,grapes
124.0098515,57.50256327,32.58699691,25.94506079,76.78364352,5.957683527,132.9591229,blackgram
13.36751241,-26.41025686,51.48624432,29.1625238,49.20137395,5.302529354,137.638795,maize
30.63451201,62.21468457,-45.18579709,36.82842093,73.83874449,7.745581421,150.0491894,mungbean
22.0,26.0,38.0,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,coffee
39.0,127.0,202.0,15.3246651,81.67215994,6.477768039,71.60102999,grapes
51.28494469,95.39333521,-26.85142712,22.36768512,92.74620757,6.40053855,172.8193071,papaya
55.0,77.0,22.0,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
127.0,53.0,24.0,22.21506982,76.17851932,6.127939628,70.40557612,cotton
104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,coffee
61.41158819,35.44432257,19.38318398,28.85239024,70.69006128,8.206295951,232.6603293,pomegranate
20.0,142.0,196.0,10.89875873,80.01639435,6.207600783,68.69420397,grapes
84.79395581,74.53875051,-17.27582191,29.24882167,95.62972111,7.510301228,118.2156808,rice
2.167172555,80.13589736,81.17741601,27.28073497,84.29000057,6.318648252,32.23161068,mango
101.0,25.0,52.0,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
39.0,70.0,52.0,26.26559543,90.79668055,6.65149129,59.49373381,papaya
21.1174919,73.4195869,31.34414904,23.67224766,107.0229188,7.211002642,117.566815,mothbeans
95.0,13.0,46.0,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,mango
-24.72861506,15.24342156,31.39051355,28.11042579,91.30657771,6.229001251,142.509372,coconut
28.2108943,62.14608365,69.88582437,26.4994304,106.8279601,7.111383311,203.1159724,blackgram
119.7563931,64.70915306,71.03273842,27.39942008,73.19528184,4.633062117,100.0229196,watermelon
60.0,55.0,44.0,23.00445915,82.3207629,7.840207144,263.9642476,rice
73.86278504,12.82817115,53.04832223,23.97497933,61.3814137,6.971662232,90.44880889,muskmelon
79.5748148,13.69235492,3.132739522,18.53281105,60.50488238,5.985245655,237.5681819,papaya
58.3075275,84.19179092,3.968425882,31.99026709,37.11709157,7.777693579,102.567468,papaya
42.64388309,10.67005067,8.317558706,18.70323863,59.94281836,5.436525733,142.6489953,grapes
-71.08199533,134.7320567,39.19782204,31.91593899,32.18795854,4.313613101,66.06311598,coconut
15.0,9.0,11.0,11.54785707,94.14861001,7.907956251,108.8289171,orange
10.0,71.0,18.0,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas
96.57750215,41.96861171,-27.23779577,18.63622925,69.37813656,6.09898112,13.45697591,muskmelon
34.0,35.0,21.0,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
2.0,123.0,198.0,39.64851881,82.21079946,6.253034534,70.39906054,grapes
81.09616957,79.58525393,161.7102633,18.88359659,43.25548559,7.280518569,142.3717217,orange
85.02225437,67.19493605,66.82744783,28.28296721,62.03585299,6.783083484,89.35096673,coffee
80.0,43.0,43.0,23.78756036,74.36794079,6.014572075,172.6442654,jute
56.92889036,55.94876672,36.13885281,37.33538374,74.06915522,6.851050739,138.0777129,grapes
126.1353466,45.12927213,-17.5723969,33.65629375,64.47498597,7.824806376,101.6947025,coffee
87.0,48.0,25.0,18.65396672,61.37879671,6.656730008,93.62039175,maize
17.0,56.0,17.0,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
73.02162714,59.37585408,63.76862502,20.37774183,24.98527711,5.805714595,116.7119448,coffee
21.0,63.0,17.0,25.08966129,68.17543102,6.559681838,41.45486619,lentil
140.0,45.0,15.0,25.5308271,80.04662756,5.801047545,99.39557151,cotton
36.0,67.0,25.0,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas
73.0,45.0,21.0,24.60532218,73.58868502,6.636803223,96.59195302,maize
36.54793061,44.47736763,62.55304927,31.81468151,57.47212881,7.113390131,100.1785101,maize
36.0,76.0,75.0,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
31.0,8.0,7.0,34.51465139,93.63812684,7.163245982,103.5684926,orange
82.0,77.0,46.0,28.9470467,82.1888998,5.901100841,95.83016448,banana
16.20427123,63.871081,96.55924473,26.13861635,64.9888436,6.139188504,126.304833,pomegranate
105.0,77.0,52.0,29.16226551,76.16151562,5.816622479,100.0075679,banana
19.99990594,30.96606701,109.3409695,31.63303886,53.90019785,7.044361975,169.6337139,papaya
39.0,9.0,15.0,25.35467646,91.81183218,7.992041984,116.7555937,orange
6.0,72.0,15.0,22.99451999,66.70897237,7.670178119,54.49044154,lentil
29.0,44.0,20.0,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans
18.29940817,74.88896294,147.7482052,32.17969075,59.85534694,6.687193218,90.29301766,mothbeans
96.0,46.0,22.0,20.58314011,69.00128641,6.499936446,66.29390357,maize
81.24307097,89.7955386,30.31191289,29.98176909,39.14149715,7.002478377,54.3936408,cotton
52.0,70.0,16.0,33.66855394,66.60416867,7.534811833,67.32520551,blackgram
23.0,142.0,197.0,39.06555518,82.03812973,6.000573725,69.30772897,grapes
3.0,69.0,23.0,28.67408774,63.18832976,7.299360767,42.96018627,lentil
33.0,60.0,15.0,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
70.67880111,58.51472298,57.23582118,24.98876713,34.38656843,7.39123901,128.1498928,apple
80.90784373,42.790375,-42.73205786,23.84591227,47.65854107,5.903772886,170.4306527,rice
82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,rice
60.0,57.0,24.0,18.66116213,61.55327249,6.121294041,75.03247667,maize
98.72045925,51.57965031,34.81864385,21.47708962,88.94270209,6.87994946,204.5795237,apple
28.0,122.0,197.0,19.89363946,82.73366439,5.856575335,69.66256816,grapes
34.0,6.0,30.0,27.0828252,97.00155491,5.948342571,171.7575545,coconut
56.10767111,62.89089324,6.549459269,19.71549696,91.51743228,6.075522725,114.0160419,blackgram
61.5375904,26.27550578,-34.31096685,26.87293037,78.99549275,6.525839679,31.65106563,maize
74.30725591,86.86492778,-62.20113445,28.2913574,49.73155409,7.494687158,54.7585922,cotton
-41.73608645,34.73203894,85.6510943,31.52160914,77.60884741,5.494846296,175.6344182,watermelon
25.0,57.0,24.0,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
26.0,18.0,42.0,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
95.0,75.0,45.0,28.98333432,82.95958244,5.829898502,109.022564,banana
31.0,60.0,24.0,25.40474421,65.8567539,7.722335992,51.92057267,lentil
67.0,43.0,38.0,25.21622704,70.88259632,7.299304715,195.8645552,jute
41.0,62.0,15.0,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,97.79072474,mango
-5.73828686,34.75996026,-29.22595652,20.12235723,90.75701124,6.400485844,82.9737199,apple
11.0,74.0,17.0,21.36383757,69.92375891,6.633864582,46.6352865,lentil
20.15747577,9.705728756,37.49930582,21.64883393,64.9824851,6.123807702,99.84869363,blackgram
19.0,39.0,17.0,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
37.0,10.0,32.0,28.96318258,95.16333673,6.165084855,222.803013,coconut
36.52054672,55.40402594,26.74316841,22.85304922,75.29898639,7.850167408,136.8806763,grapes
44.0,77.0,21.0,32.63918668,61.3009051,7.326980454,61.83876146,blackgram
73.04664433,19.17072657,30.94744284,25.24018223,61.49304524,5.856311842,54.66307333,grapes
77.64799685,93.9305921,51.81526342,23.72351799,98.68353244,5.913076529,67.58258275,kidneybeans
21.02770081,25.65691959,87.03724163,28.17230666,98.64793644,7.869048681,69.21731426,papaya
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
53.78581722,8.133978813,8.657258713,30.59524969,54.25510338,7.324357209,70.85501461,grapes
88.0,50.0,40.0,25.63215038,79.95150917,7.051822472,182.2582277,jute
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,grapes
45.14457521,52.76221105,71.97594137,23.6506207,74.32653311,7.702774638,15.81715123,blackgram
28.0,46.0,16.0,29.008124,84.96089355,6.664187809,45.91011391,mungbean
12.0,71.0,19.0,24.91079638,60.71367427,7.142611056,42.19740397,lentil
19.0,21.0,34.0,30.01592643,53.19212381,5.074272692,97.72843182,mango
116.7607158,66.5815083,-37.85534762,25.08468437,65.16942196,6.779116822,182.033359,watermelon
108.0754039,49.44162982,17.83013428,32.69840452,122.9226268,6.792014113,81.6204759,mungbean
79.51278359,94.27007408,28.1271388,35.94350526,74.14921818,7.17757237,-6.275403529,apple
35.03971744,66.66463171,53.98666202,22.38433991,58.96020564,6.452273612,135.2107218,lentil
120.0,24.0,47.0,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
40.0,132.0,202.0,24.57558351,80.70695797,5.971813006,69.706113,grapes
9.0,16.0,39.0,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.6305213,coffee
23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,68.42802444,grapes
-22.45692459,41.51994999,113.8525158,25.15402757,90.22733187,6.032652109,114.6476184,coffee
70.0,47.0,17.0,24.6129118,70.4162444,6.600827017,104.1626147,maize
30.90982248,69.85896521,141.1080426,24.75340129,27.24772184,5.607509519,251.4264406,mango
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,coffee
33.0,37.0,19.0,27.92678579,86.5543196,7.183189922,43.4826194,mungbean
32.0,138.0,197.0,9.535585543,80.73112694,5.908724337,69.44115171,grapes
39.0,78.0,15.0,21.35499456,62.60136323,5.925391795,41.78219834,lentil
56.54757856,70.99399775,23.82831199,26.02425676,51.03862544,6.684768376,87.6214312,coffee
43.09043572,61.02206475,71.01831655,19.16889877,41.88293123,7.507104741,86.42016322,cotton
41.0,74.0,18.0,28.75751783,61.02701476,6.599147298,73.37686831,blackgram
57.1766672,27.39747949,24.64503329,31.08471296,106.2138577,4.383292456,71.29301429,coconut
37.0,126.0,196.0,23.59997268,90.97597665,5.596449493,107.1728191,apple
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,watermelon
22.0,55.0,24.0,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
47.53136212,54.25247918,109.4659206,24.9260362,79.196172,7.169850847,93.61294846,papaya
35.0,67.0,49.0,41.31330062,91.1508798,6.617066674,239.7427554,papaya
20.0,27.0,41.0,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,maize
18.0,12.0,35.0,26.13958446,96.38580769,6.338720873,131.3387935,coconut
13.25303324,23.43059599,16.59073613,38.59311899,65.63399727,5.778826289,80.25486593,orange
89.0,85.0,55.0,26.6719835,76.48541655,6.275384607,91.73358569,banana
8.0,26.0,26.0,25.54759871,91.64194826,5.702484758,212.867626,coconut
28.32757974,120.5417853,70.40796174,19.29905499,79.24268625,5.882410997,191.6961811,rice
52.76748635,17.33910033,12.40288743,15.89452786,66.20239982,6.829268664,92.83530002,pigeonpeas
20.0,60.0,22.0,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
9.0,139.0,199.0,23.25230817,94.54128292,5.867420996,105.3558408,apple
58.78292518,10.15136735,15.1182255,29.47956709,84.48382187,5.865476454,148.7311151,mothbeans
67.47864199,46.23678113,64.11035247,24.26739547,84.91856247,5.306622145,102.1926531,orange
31.79621646,55.87620685,17.48485012,19.68417426,73.33294081,7.545852922,196.5306645,maize
52.40988649,105.4430031,66.53174956,19.99197922,42.79937498,4.713482971,101.5078416,cotton
39.0,73.0,24.0,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
48.0,62.0,47.0,25.34756111,93.02871078,6.803094965,174.4012337,papaya
107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.1201644,coffee
42.48403909,-0.350482832,91.92655564,34.25180857,86.37011243,5.44296084,148.0556359,pomegranate
28.0,75.0,21.0,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
99.04753534,90.2776173,68.55145844,34.28805309,58.19234628,6.363116649,42.87041911,cotton
106.0,10.0,49.0,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
53.07763099,84.64072868,68.22076539,28.51761929,61.12047257,5.579503905,109.1970234,kidneybeans
91.0,41.0,37.0,24.48556447,83.20630007,6.132570523,192.2316221,jute
3.192121377,49.48108657,81.66144995,27.60709724,49.78707028,7.041748221,182.7621262,kidneybeans
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,grapes
75.2966267,34.94371827,53.85220115,36.21950118,32.21748662,7.554160629,78.69942095,apple
74.17460575,48.80951972,112.2076418,21.69942442,113.8351118,6.353395222,71.46112741,chickpea
104.7693158,5.265620349,16.64065367,27.52867146,68.60596051,7.752583915,139.07221,mungbean
31.0,76.0,82.0,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
29.0,70.0,15.0,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
108.8997622,84.97460683,-80.06275764,29.18926479,87.29676493,5.809208567,1.849786578,papaya
89.0,41.0,38.0,23.12844351,74.68322732,6.344751947,199.8362913,jute
106.0,20.0,51.0,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon
46.64474732,68.8503522,53.35417293,23.88667769,71.92546059,6.22983195,48.3277853,rice
63.0,58.0,47.0,26.83054058,90.75379971,6.864143752,144.6656444,papaya
86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,rice
89.0,52.0,42.0,23.09433785,81.45139295,6.14132902,196.6587013,jute
87.0,35.0,25.0,21.44526922,63.1621551,6.178056304,65.88951188,maize
35.58604656,11.58342156,61.76512775,24.55090435,33.29264657,4.969209754,137.3689302,watermelon
32.0,55.0,51.0,29.60718808,93.15642801,6.57398033,62.68710535,papaya
56.55664024,53.26317782,105.9386462,23.89184266,86.3882427,6.416116342,72.58870317,lentil
-3.179698949,33.78771045,49.20476863,27.70623689,45.02047898,6.083258079,105.4164624,lentil
28.0,65.0,23.0,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
61.0,64.0,52.0,43.30204933,92.83405443,6.641098708,110.562229,papaya
31.0,13.0,33.0,29.69952329,95.21224392,6.342463714,148.3003692,coconut
117.0,76.0,47.0,25.56202173,77.38229006,6.119216009,93.10247183,banana
59.69618965,36.57223121,70.74706709,29.52548054,54.17816106,6.257225989,43.30819465,mothbeans
60.0,49.0,44.0,20.77576147,84.49774397,6.244841491,240.0810647,rice
35.13360778,-11.20003769,-17.88813885,36.5183809,72.96122402,7.26023381,108.5732195,banana
111.0,6.0,53.0,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
43.69376817,15.505023,127.4491139,27.71367491,51.22727197,6.449852608,104.450703,maize
50.0,46.0,52.0,31.18298415,90.21646909,6.734005648,54.01872359,papaya
11.17604156,76.88783106,46.52356946,18.0464666,62.78837626,7.137730071,202.2897035,kidneybeans
28.0,45.0,23.0,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
32.0,56.0,21.0,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
51.18062029,-1.363366617,69.02667693,19.66999225,80.62418963,6.433039692,74.35833476,apple
38.74667923,53.26781574,-51.74521325,34.75023013,93.8905821,5.701566908,163.7253233,rice
95.1242201,79.53191309,14.23864384,27.70031685,37.36160917,7.396192066,118.4411052,coffee
75.01890587,95.13554132,-18.54566711,21.76396364,74.88190683,5.172895924,62.83660635,jute
12.0,63.0,17.0,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
24.0,45.0,19.0,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans
97.84537963,-31.83456365,25.86400039,21.07817569,89.71947774,5.595387426,-52.59863392,blackgram
16.0,130.0,201.0,29.12033769,82.79092939,5.682395429,68.8503047,grapes
62.801595,55.42505963,26.74486662,28.85541806,33.02559292,6.806296554,150.0341492,pomegranate
36.0,43.0,21.0,28.36319404,84.8593608,7.140437859,52.93031105,mungbean
26.0,68.0,24.0,28.04849594,64.07691942,7.504930973,37.15824966,lentil
39.0,17.0,45.0,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
3.702373031,20.53974337,-11.16801596,30.74646727,86.5520226,6.387387199,116.6472109,grapes
27.0,24.0,29.0,26.61423461,96.97300803,6.142010637,191.006688,coconut
77.49886952,95.29464004,52.17652068,26.46739246,78.78264326,6.623353662,144.5527322,jute
21.0,44.0,18.0,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
95.75675815,3.38549081,79.07558608,27.44297605,57.53417992,6.661083663,160.119146,muskmelon
62.0,59.0,41.0,24.2248758,74.89465426,7.175170657,192.4931257,jute
47.67447666,44.68855607,24.94877581,12.49570091,94.90263797,6.652291282,86.92305394,mungbean
66.0,60.0,38.0,22.08576562,83.47038318,6.372576327,231.7364957,rice
29.0,63.0,17.0,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
7.0,56.0,23.0,26.33908791,40.00933429,5.545219232,55.50429227,mothbeans
2.871840391,49.2928572,120.0282617,21.48038761,46.15653705,7.653340473,86.38811061,chickpea
89.0,40.0,43.0,26.24532085,72.97198375,7.124050134,189.9711184,jute
37.0,137.0,199.0,22.63946441,90.18451645,5.697945522,108.3405879,apple
102.0,49.0,21.0,24.69315538,84.84422454,6.253343655,89.799462,cotton
60.73069317,68.25956967,18.42238409,24.37773364,71.25900179,5.817368962,96.43915105,grapes
16.0,77.0,22.0,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
2.895239741,88.82532852,101.0466268,25.05786607,123.8632009,6.369802025,22.17510992,coconut
37.05659017,24.22200556,36.94777322,26.35710832,80.88787078,7.178055959,87.54851639,kidneybeans
44.17650406,79.56352814,-14.52296181,23.34548704,66.7155053,7.188593004,162.1877879,banana
28.87661237,30.91168122,25.1715224,28.10355127,67.23620055,7.974275134,96.74791363,lentil
1.0,15.0,9.0,29.98364695,94.55239717,7.53350946,115.3560318,orange
23.0,37.0,24.0,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans
54.21537078,26.49486748,61.06545623,27.79649213,73.57025161,7.694514104,113.5926787,chickpea
33.21328755,70.54872433,-16.79441879,28.89389909,88.04624915,5.080280887,-6.920582581,maize
43.0,64.0,47.0,38.58954491,91.58076549,6.825664782,102.2708231,papaya
25.0,68.0,19.0,29.39982732,64.25510719,7.108450121,67.47677295,blackgram
22.0,8.0,33.0,28.43572863,95.8840407,5.665785202,203.9283708,coconut
28.0,58.0,25.0,27.4818649,62.04814951,6.861640036,37.81123974,lentil
62.85034034,0.938273691,69.77695609,19.28934953,88.24662417,6.35246541,115.4552536,coconut
-18.44936542,65.3745958,19.92600699,21.74114162,55.96836649,6.843257167,100.2846196,kidneybeans
27.0,10.0,33.0,27.81132822,97.48410555,6.465906333,154.0621221,coconut
10.0,78.0,18.0,18.54141834,62.70637578,6.296976913,44.07819743,lentil
106.4435366,71.35292373,72.70852121,26.99044867,19.79462034,6.557926274,95.99374667,maize
35.0,38.0,19.0,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans
43.39696216,28.06830711,53.91228782,24.67783444,52.00326483,6.811267382,182.2336455,mango
62.46766553,92.85386293,89.74797385,26.39074219,69.44822689,6.075652802,124.1614071,banana
54.55141554,28.46442325,-57.34838012,26.43434115,101.814647,5.745228865,19.78781297,papaya
36.0,65.0,16.0,25.71269843,64.1123333,7.692013657,50.17067771,lentil
28.1895682,26.98271362,-53.71153343,29.55994091,47.06936892,6.243480712,107.4534713,pomegranate
23.0,59.0,25.0,27.8262623,88.73100226,6.320768488,56.68833819,mungbean
0.0,133.0,200.0,23.67287749,90.4935574,5.708418722,104.2298028,apple
42.54884814,30.83708327,21.84332537,25.91990838,116.3801854,7.56225433,126.2344938,papaya
56.10832807,24.87063783,86.53863345,30.09375744,79.15524795,6.025459466,121.5212839,watermelon
18.0,74.0,15.0,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
75.61524182,37.31931846,36.33749606,24.52990781,82.38062707,6.401921496,106.8347924,jute
111.0,27.0,31.0,23.59302313,55.27564977,6.043330951,191.3980675,coffee
39.0,21.0,9.0,13.20844373,94.02769434,6.354022554,106.2696156,orange
41.54103722,-11.62014644,-8.733492736,26.58935154,97.00625503,6.564535175,165.17221,maize
43.25902692,44.72983554,84.55235996,28.17688006,68.62501602,6.000902955,123.5348661,coffee
20.0,60.0,25.0,27.3254209,69.09047809,6.726469088,61.19250859,blackgram
41.87420236,37.3868949,26.27995738,27.76576947,93.86022406,6.705886826,223.3165612,watermelon
91.15916481,25.36715617,76.43637095,26.88767012,70.77793213,6.186232848,16.60082189,rice
78.0,58.0,15.0,25.00933355,67.816568,6.528631266,62.91359494,maize
70.0597752,87.41982103,-34.53875614,23.27980143,101.4135518,5.776680407,67.85819374,kidneybeans
42.94286545,102.2057829,29.08241419,22.3179098,71.79640586,8.107415251,133.916324,banana
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,maize
53.71545654,51.25722496,118.463017,31.16650707,121.9864657,6.886857584,97.13041484,apple
99.78530076,55.64077307,73.46988942,28.91438482,79.19812646,6.086440316,68.03968439,mango
